"","Player","Date","Team","Position","TOI","G","A1","A2","iCF","iFF","iSF","ixG","iSCF","iFOW","iFOL","iPENT","iPEND","iHF","iHA","iGVA","iTKA","iBLK","A","P","P1","G60","A60","P60","P160","iCF60","iFF60","iSF60","ixG60","ixFSh%","iSCF60","iFO%","iPENDIFF","iSh%","iCSh%","iFSh%"
"99","SIDNEY.CROSBY","2015-12-01","PIT","C",14.29,0,0,0,1,1,1,0.01,0,8,7,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4.2,4.2,4.2,0.05,1.08,0,0.53,0,0,0,0
"100","SIDNEY.CROSBY","2015-11-28","PIT","C",13,0,0,0,2,1,0,0.24,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.23,4.62,0,1.09,23.53,4.62,0.61,0,NA,0,0
"101","SIDNEY.CROSBY","2015-11-27","PIT","C",11.17,0,0,0,4,3,2,0.21,1,5,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,21.49,16.11,10.74,1.11,6.91,5.37,0.45,1,0,0,0
"102","SIDNEY.CROSBY","2015-11-25","PIT","C",14.95,1,0,0,7,5,5,0.46,2,10,9,0,0,2,1,0,1,2,0,1,1,4.01,0,4.01,4.01,28.09,20.07,20.07,1.85,9.21,8.03,0.53,0,20,14.29,20
"103","SIDNEY.CROSBY","2015-11-21","PIT","C",13.61,0,0,0,0,0,0,0,0,12,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.6,0,NA,NA,NA
"104","SIDNEY.CROSBY","2015-11-19","PIT","C",12.91,1,0,0,2,2,1,0.22,2,9,6,0,1,0,0,0,0,0,0,1,1,4.65,0,4.65,4.65,9.3,9.3,4.65,1.02,10.93,9.3,0.6,1,100,50,50
"105","SIDNEY.CROSBY","2015-11-17","PIT","C",10.66,0,0,0,4,2,2,0.12,0,6,8,0,1,3,0,0,1,1,0,0,0,0,0,0,0,22.51,11.26,11.26,0.69,6.16,0,0.43,1,0,0,0
"106","SIDNEY.CROSBY","2015-11-14","PIT","C",11.85,0,0,0,4,4,2,0.11,0,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20.25,20.25,10.13,0.57,2.8,0,0.56,0,0,0,0
"107","SIDNEY.CROSBY","2015-11-13","PIT","C",13.66,0,0,0,1,1,0,0.06,0,8,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4.39,4.39,0,0.25,5.59,0,0.44,0,NA,0,0
"108","SIDNEY.CROSBY","2015-11-11","PIT","C",14.4,0,2,0,4,3,1,0.2,1,7,10,1,0,1,3,2,0,1,2,2,2,0,8.33,8.33,0,16.67,12.5,4.17,0.85,6.78,4.17,0.41,-1,0,0,0
"109","SIDNEY.CROSBY","2015-11-07","PIT","C",17.57,0,0,0,2,2,2,0.1,1,12,9,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6.83,6.83,6.83,0.34,5.02,3.41,0.57,0,0,0,0
"110","SIDNEY.CROSBY","2015-11-06","PIT","C",14.06,0,0,0,6,4,3,0.3,1,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25.6,17.07,12.8,1.27,7.42,4.27,0.22,0,0,0,0
"111","SIDNEY.CROSBY","2015-11-04","PIT","C",12.88,0,0,0,3,2,1,0.08,0,7,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13.98,9.32,4.66,0.37,3.94,0,0.54,0,0,0,0
"112","SIDNEY.CROSBY","2015-10-31","PIT","C",13.24,0,0,0,0,0,0,0,0,8,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.67,0,NA,NA,NA
"113","SIDNEY.CROSBY","2015-10-29","PIT","C",17.91,0,2,0,5,4,3,0.32,1,9,8,0,0,1,3,0,1,1,2,2,2,0,6.7,6.7,0,16.75,13.4,10.05,1.08,8.07,3.35,0.53,0,0,0,0
"114","SIDNEY.CROSBY","2015-10-28","PIT","C",13.81,0,0,0,1,1,1,0.07,0,15,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4.34,4.34,4.34,0.33,7.48,0,0.75,0,0,0,0
"115","SIDNEY.CROSBY","2015-10-24","PIT","C",15.89,0,0,0,2,2,2,0.14,1,11,8,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7.55,7.55,7.55,0.52,6.83,3.78,0.58,0,0,0,0
"116","SIDNEY.CROSBY","2015-10-22","PIT","C",15.61,0,0,0,4,4,3,0.24,1,9,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15.37,15.37,11.53,0.92,6,3.84,0.64,0,0,0,0
"117","SIDNEY.CROSBY","2015-10-20","PIT","C",16.58,0,0,1,10,8,8,0.49,3,12,8,0,1,0,1,0,0,0,1,1,0,0,3.62,3.62,0,36.19,28.95,28.95,1.77,6.1,10.86,0.6,1,0,0,0
"118","SIDNEY.CROSBY","2015-10-17","PIT","C",14.04,0,0,0,0,0,0,0,0,9,7,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.56,1,NA,NA,NA
"119","SIDNEY.CROSBY","2015-10-15","PIT","C",14.15,0,0,0,4,2,2,0.07,0,6,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,16.96,8.48,8.48,0.3,3.55,0,0.5,0,0,0,0
"120","SIDNEY.CROSBY","2015-10-13","PIT","C",17.77,0,0,0,5,4,4,0.41,1,7,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16.88,13.51,13.51,1.38,10.21,3.38,0.54,0,0,0,0
"121","SIDNEY.CROSBY","2015-10-10","PIT","C",11.71,0,0,0,1,0,0,0,0,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,NA,0,0.57,0,NA,0,NA
"122","SIDNEY.CROSBY","2015-10-08","PIT","C",15.26,0,0,0,0,0,0,0,0,11,9,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.55,0,NA,NA,NA
"123","SIDNEY.CROSBY","2015-04-24","PIT","C",18.45,0,0,1,5,2,2,0.27,1,13,11,0,1,1,0,0,1,0,1,1,0,0,3.25,3.25,0,16.26,6.5,6.5,0.88,13.54,3.25,0.54,1,0,0,0
"124","SIDNEY.CROSBY","2015-04-22","PIT","C",15.5,0,0,0,0,0,0,0,0,10,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.59,0,NA,NA,NA
"125","SIDNEY.CROSBY","2015-04-20","PIT","C",15.4,0,1,0,5,4,1,0.47,3,9,6,0,1,3,2,1,1,0,1,1,1,0,3.9,3.9,0,19.48,15.58,3.9,1.85,11.87,11.69,0.6,1,0,0,0
"126","SIDNEY.CROSBY","2015-04-18","PIT","C",12.45,2,0,0,4,4,3,0.54,3,5,7,0,0,0,2,0,0,0,0,2,2,9.64,0,9.64,9.64,19.28,19.28,14.46,2.59,13.46,14.46,0.42,0,66.67,50,50
"127","SIDNEY.CROSBY","2015-04-16","PIT","C",16.22,0,0,0,2,2,1,0.23,1,14,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7.4,7.4,3.7,0.86,11.64,3.7,0.78,0,0,0,0
"128","SIDNEY.CROSBY","2015-04-11","PIT","C",16.01,0,0,0,4,3,2,0.21,1,11,6,0,0,1,3,1,2,0,0,0,0,0,0,0,0,14.99,11.24,7.5,0.8,7.13,3.75,0.65,0,0,0,0
"129","SIDNEY.CROSBY","2015-04-10","PIT","C",17.24,0,1,0,1,1,1,0.08,0,9,6,0,0,0,1,1,0,0,1,1,1,0,3.48,3.48,0,3.48,3.48,3.48,0.29,8.37,0,0.6,0,0,0,0
"130","SIDNEY.CROSBY","2015-04-07","PIT","C",15,1,1,0,6,6,6,0.4,1,9,9,0,1,1,3,0,1,0,1,2,2,4,4,8,4,24,24,24,1.62,6.75,4,0.5,1,16.67,16.67,16.67
"131","SIDNEY.CROSBY","2015-04-05","PIT","C",15.31,0,0,0,4,4,3,0.06,0,10,7,0,0,3,1,3,0,0,0,0,0,0,0,0,0,15.68,15.68,11.76,0.24,1.53,0,0.59,0,0,0,0
"132","SIDNEY.CROSBY","2015-04-04","PIT","C",14.13,1,0,0,3,3,3,0.34,2,7,9,0,0,1,1,0,0,0,0,1,1,4.25,0,4.25,4.25,12.74,12.74,12.74,1.45,11.4,8.49,0.44,0,33.33,33.33,33.33
"133","SIDNEY.CROSBY","2015-04-01","PIT","C",14.72,1,0,0,5,4,4,0.17,0,8,3,0,0,0,0,2,0,0,0,1,1,4.08,0,4.08,4.08,20.38,16.3,16.3,0.69,4.23,0,0.73,0,25,20,25
"134","SIDNEY.CROSBY","2015-03-29","PIT","C",15.52,0,0,0,3,3,3,0.2,0,9,12,1,0,0,2,0,0,1,0,0,0,0,0,0,0,11.6,11.6,11.6,0.77,6.64,0,0.43,-1,0,0,0
"135","SIDNEY.CROSBY","2015-03-28","PIT","C",9.9,0,0,1,2,2,2,0.18,1,7,5,0,0,0,0,0,0,0,1,1,0,0,6.06,6.06,0,12.12,12.12,12.12,1.09,9.01,6.06,0.58,0,0,0,0
"136","SIDNEY.CROSBY","2015-03-26","PIT","C",16.71,0,0,0,2,1,0,0.1,1,8,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.18,3.59,0,0.34,9.56,3.59,0.42,0,NA,0,0
"137","SIDNEY.CROSBY","2015-03-24","PIT","C",19.34,0,0,0,4,3,2,0.42,2,6,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12.41,9.31,6.2,1.32,14.15,6.2,0.4,0,0,0,0
"138","SIDNEY.CROSBY","2015-03-21","PIT","C",15.67,0,0,1,2,2,0,0.09,0,8,10,0,2,1,5,0,1,0,1,1,0,0,3.83,3.83,0,7.66,7.66,0,0.33,4.26,0,0.44,2,NA,0,0
"139","SIDNEY.CROSBY","2015-03-19","PIT","C",14.01,0,0,0,1,1,0,0.06,0,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.28,4.28,0,0.26,6.18,0,0.31,1,NA,0,0
"140","SIDNEY.CROSBY","2015-03-17","PIT","C",16.83,0,0,0,5,5,4,0.39,1,5,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17.83,17.83,14.26,1.38,7.75,3.57,0.38,0,0,0,0
"141","SIDNEY.CROSBY","2015-03-15","PIT","C",14.32,0,1,0,4,4,4,0.38,2,9,7,0,0,0,2,0,0,0,1,1,1,0,4.19,4.19,0,16.76,16.76,16.76,1.61,9.59,8.38,0.56,0,0,0,0
"142","SIDNEY.CROSBY","2015-03-12","PIT","C",11.68,0,2,0,9,6,3,0.69,3,8,4,0,0,2,2,0,0,0,2,2,2,0,10.27,10.27,0,46.23,30.82,15.41,3.55,11.53,15.41,0.67,0,0,0,0
"143","SIDNEY.CROSBY","2015-03-09","PIT","C",14.45,1,0,0,6,6,3,0.4,1,10,8,0,1,1,1,0,1,0,0,1,1,4.15,0,4.15,4.15,24.91,24.91,12.46,1.67,6.72,4.15,0.56,1,33.33,16.67,16.67
"144","SIDNEY.CROSBY","2015-03-07","PIT","C",11.58,0,0,0,3,3,1,0.24,2,7,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,15.54,15.54,5.18,1.24,7.95,10.36,0.7,0,0,0,0
"145","SIDNEY.CROSBY","2015-03-06","PIT","C",11.94,0,0,1,1,1,1,0.16,1,8,8,0,0,0,2,0,2,1,1,1,0,0,5.03,5.03,0,5.03,5.03,5.03,0.78,15.62,5.03,0.5,0,0,0,0
"146","SIDNEY.CROSBY","2015-03-04","PIT","C",14.74,0,0,0,2,1,0,0.06,0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.14,4.07,0,0.26,6.47,0,0.36,0,NA,0,0
"147","SIDNEY.CROSBY","2015-03-01","PIT","C",11.6,0,0,0,3,2,2,0.16,1,10,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15.52,10.34,10.34,0.8,7.76,5.17,0.67,0,0,0,0
"148","SIDNEY.CROSBY","2015-02-25","PIT","C",11.37,0,0,0,1,1,1,0.13,1,6,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5.28,5.28,5.28,0.69,13.15,5.28,0.6,-1,0,0,0
"149","SIDNEY.CROSBY","2015-02-22","PIT","C",12.87,0,1,0,3,1,1,0.06,0,5,6,0,1,1,2,0,0,0,1,1,1,0,4.66,4.66,0,13.99,4.66,4.66,0.28,6.03,0,0.45,1,0,0,0
"150","SIDNEY.CROSBY","2015-02-21","PIT","C",15.35,0,0,0,4,4,3,0.17,0,7,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,15.64,15.64,11.73,0.66,4.19,0,0.58,0,0,0,0
"151","SIDNEY.CROSBY","2015-02-19","PIT","C",12.62,0,0,0,5,5,2,0.36,2,4,5,1,0,1,2,1,0,1,0,0,0,0,0,0,0,23.77,23.77,9.51,1.69,7.12,9.51,0.44,-1,0,0,0
"152","SIDNEY.CROSBY","2015-02-17","PIT","C",13.15,0,0,0,0,0,0,0,0,6,6,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,1,NA,NA,NA
"153","SIDNEY.CROSBY","2015-02-15","PIT","C",15,0,0,0,7,5,4,0.44,2,11,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,28,20,16,1.77,8.84,8,0.55,-1,0,0,0
"154","SIDNEY.CROSBY","2015-02-12","PIT","C",15.36,2,0,0,5,5,4,0.59,2,5,13,0,0,0,0,0,0,0,0,2,2,7.81,0,7.81,7.81,19.53,19.53,15.62,2.3,11.77,7.81,0.28,0,50,40,40
"155","SIDNEY.CROSBY","2015-02-11","PIT","C",14.92,0,0,0,4,3,2,0.18,0,6,6,0,1,1,0,2,1,1,0,0,0,0,0,0,0,16.09,12.06,8.04,0.72,5.98,0,0.5,1,0,0,0
"156","SIDNEY.CROSBY","2015-02-07","PIT","C",11.14,0,0,0,1,1,1,0.07,0,11,6,1,0,1,1,0,1,1,0,0,0,0,0,0,0,5.39,5.39,5.39,0.37,6.81,0,0.65,-1,0,0,0
"157","SIDNEY.CROSBY","2015-02-06","PIT","C",11.69,2,1,0,6,6,3,0.3,1,3,3,0,0,0,1,1,1,0,1,3,3,10.27,5.13,15.4,10.27,30.8,30.8,15.4,1.53,4.96,5.13,0.5,0,66.67,33.33,33.33
"158","SIDNEY.CROSBY","2015-02-04","PIT","C",16.75,0,0,1,4,3,2,0.29,2,9,5,0,0,1,1,0,0,0,1,1,0,0,3.58,3.58,0,14.33,10.75,7.16,1.03,9.58,7.16,0.64,0,0,0,0
"159","SIDNEY.CROSBY","2015-02-01","PIT","C",13.66,0,0,0,1,0,0,0,0,4,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,NA,0,0.4,0,NA,0,NA
"160","SIDNEY.CROSBY","2015-01-30","PIT","C",16.22,0,0,0,4,4,4,0.43,3,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14.8,14.8,14.8,1.6,10.8,11.1,0.45,0,0,0,0
"161","SIDNEY.CROSBY","2015-01-28","PIT","C",14.67,0,0,0,6,4,3,0.44,1,4,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.54,16.36,12.27,1.79,10.94,4.09,0.22,0,0,0,0
"162","SIDNEY.CROSBY","2015-01-21","PIT","C",17.93,0,0,0,4,4,3,0.27,0,5,5,0,0,2,2,0,1,0,0,0,0,0,0,0,0,13.39,13.39,10.04,0.89,6.64,0,0.5,0,0,0,0
"163","SIDNEY.CROSBY","2015-01-20","PIT","C",11.77,0,0,0,2,2,1,0.08,0,6,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10.2,10.2,5.1,0.41,4.06,0,0.55,0,0,0,0
"164","SIDNEY.CROSBY","2015-01-18","PIT","C",14.3,0,0,0,4,3,3,0.07,0,8,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16.78,12.59,12.59,0.31,2.47,0,0.5,0,0,0,0
"165","SIDNEY.CROSBY","2015-01-16","PIT","C",17.59,1,0,0,3,3,2,0.24,1,7,9,0,0,0,2,1,0,1,0,1,1,3.41,0,3.41,3.41,10.23,10.23,6.82,0.83,8.16,3.41,0.44,0,50,33.33,33.33
"166","SIDNEY.CROSBY","2015-01-13","PIT","C",16.36,0,0,3,4,3,3,0.16,0,7,10,0,0,0,0,0,0,1,3,3,0,0,11,11,0,14.67,11,11,0.59,5.36,0,0.41,0,0,0,0
"167","SIDNEY.CROSBY","2015-01-10","PIT","C",14.31,0,0,0,0,0,0,0,0,9,8,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.53,0,NA,NA,NA
"168","SIDNEY.CROSBY","2015-01-07","PIT","C",14.26,0,0,0,3,3,3,0.07,0,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.62,12.62,12.62,0.28,2.18,0,0.69,0,0,0,0
"169","SIDNEY.CROSBY","2015-01-03","PIT","C",15.43,0,1,0,4,4,3,0.84,3,8,12,1,0,1,2,0,0,1,1,1,1,0,3.89,3.89,0,15.55,15.55,11.67,3.28,21.1,11.67,0.4,-1,0,0,0
"170","SIDNEY.CROSBY","2015-01-02","PIT","C",16.42,0,1,1,4,4,2,0.27,0,10,7,0,0,2,1,1,0,0,2,2,1,0,7.31,7.31,0,14.62,14.62,7.31,0.97,6.64,0,0.59,0,0,0,0
"171","SIDNEY.CROSBY","2014-12-31","PIT","C",14.39,0,0,0,3,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12.51,0,0,0,NA,0,0.5,1,NA,0,NA
"172","SIDNEY.CROSBY","2014-12-29","PIT","C",17.23,1,0,0,5,4,2,0.31,2,5,6,0,0,1,1,0,0,1,0,1,1,3.48,0,3.48,3.48,17.41,13.93,6.96,1.08,7.73,6.96,0.45,0,50,20,25
"173","SIDNEY.CROSBY","2014-12-27","PIT","C",15.72,0,0,0,3,3,2,0.07,0,4,9,0,0,1,3,1,0,0,0,0,0,0,0,0,0,11.45,11.45,7.63,0.28,2.44,0,0.31,0,0,0,0
"174","SIDNEY.CROSBY","2014-12-23","PIT","C",14.53,0,0,0,4,4,4,0.14,0,6,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.52,16.52,16.52,0.57,3.43,0,0.35,0,0,0,0
"175","SIDNEY.CROSBY","2014-12-22","PIT","C",14.26,0,0,1,2,2,1,0.09,0,9,7,0,0,1,0,0,0,0,1,1,0,0,4.21,4.21,0,8.42,8.42,4.21,0.39,4.68,0,0.56,0,0,0,0
"176","SIDNEY.CROSBY","2014-12-20","PIT","C",11.43,1,0,0,4,4,4,0.4,2,6,8,0,2,0,1,1,2,0,0,1,1,5.25,0,5.25,5.25,21,21,21,2.1,10.01,10.5,0.43,2,25,25,25
"177","SIDNEY.CROSBY","2014-12-18","PIT","C",15.66,0,0,0,4,3,3,0.66,3,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.33,11.49,11.49,2.53,22.02,11.49,0.71,0,0,0,0
"178","SIDNEY.CROSBY","2014-12-08","PIT","C",14.96,0,1,0,3,3,2,0.18,0,7,8,1,0,2,2,0,0,0,1,1,1,0,4.01,4.01,0,12.03,12.03,8.02,0.74,6.12,0,0.47,-1,0,0,0
"179","SIDNEY.CROSBY","2014-12-06","PIT","C",15.38,0,1,0,2,0,0,0,0,1,7,0,0,1,2,0,0,1,1,1,1,0,3.9,3.9,0,7.8,0,0,0,NA,0,0.12,0,NA,0,NA
"180","SIDNEY.CROSBY","2014-12-04","PIT","C",14.01,0,0,0,1,1,1,0.07,0,5,11,0,1,2,1,0,0,1,0,0,0,0,0,0,0,4.28,4.28,4.28,0.28,6.64,0,0.31,1,0,0,0
"181","SIDNEY.CROSBY","2014-12-02","PIT","C",17.46,0,0,0,1,1,1,0.11,1,11,7,0,0,0,2,2,1,0,0,0,0,0,0,0,0,3.44,3.44,3.44,0.37,10.88,3.44,0.61,0,0,0,0
"182","SIDNEY.CROSBY","2014-11-29","PIT","C",13.73,0,0,0,3,3,2,0.12,0,6,13,1,0,0,1,2,1,0,0,0,0,0,0,0,0,13.11,13.11,8.74,0.51,3.87,0,0.32,-1,0,0,0
"183","SIDNEY.CROSBY","2014-11-28","PIT","C",19.06,0,2,0,3,3,3,0.19,1,10,9,1,0,1,0,0,0,0,2,2,2,0,6.3,6.3,0,9.44,9.44,9.44,0.59,6.27,3.15,0.53,-1,0,0,0
"184","SIDNEY.CROSBY","2014-11-26","PIT","C",15.43,0,0,0,3,2,2,0.22,1,10,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11.67,7.78,7.78,0.85,10.97,3.89,0.53,0,0,0,0
"185","SIDNEY.CROSBY","2014-11-24","PIT","C",17.5,1,0,0,3,3,3,0.21,0,9,5,0,0,0,0,2,0,0,0,1,1,3.43,0,3.43,3.43,10.29,10.29,10.29,0.72,7.02,0,0.64,0,33.33,33.33,33.33
"186","SIDNEY.CROSBY","2014-11-22","PIT","C",14.65,0,0,0,1,1,1,0.07,0,7,9,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4.1,4.1,4.1,0.27,6.64,0,0.44,0,0,0,0
"187","SIDNEY.CROSBY","2014-11-21","PIT","C",17.06,0,0,0,2,1,0,0.03,0,9,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,7.03,3.52,0,0.1,2.96,0,0.56,0,NA,0,0
"188","SIDNEY.CROSBY","2014-11-18","PIT","C",15.76,0,0,0,6,6,3,0.45,2,6,14,0,0,0,2,0,0,1,0,0,0,0,0,0,0,22.84,22.84,11.42,1.72,7.53,7.61,0.3,0,0,0,0
"189","SIDNEY.CROSBY","2014-11-15","PIT","C",17.56,0,0,0,3,3,1,0.21,1,10,9,0,0,1,1,1,0,1,0,0,0,0,0,0,0,10.25,10.25,3.42,0.72,7.03,3.42,0.53,0,0,0,0
"190","SIDNEY.CROSBY","2014-11-14","PIT","C",14.86,0,1,0,6,5,3,0.28,1,10,8,0,0,3,1,1,1,0,1,1,1,0,4.04,4.04,0,24.23,20.19,12.11,1.13,5.6,4.04,0.56,0,0,0,0
"191","SIDNEY.CROSBY","2014-11-11","PIT","C",13.62,0,0,0,2,2,1,0.11,1,8,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8.81,8.81,4.41,0.5,5.72,4.41,0.53,0,0,0,0
"192","SIDNEY.CROSBY","2014-11-08","PIT","C",10.1,0,2,1,1,1,0,0.08,0,0,2,0,1,0,1,0,0,0,3,3,2,0,17.82,17.82,0,5.94,5.94,0,0.47,7.84,0,0,1,NA,0,0
"193","SIDNEY.CROSBY","2014-11-06","PIT","C",11.45,0,0,0,2,2,2,0.24,1,6,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10.48,10.48,10.48,1.27,12.16,5.24,0.55,0,0,0,0
"194","SIDNEY.CROSBY","2014-11-04","PIT","C",11.77,0,0,0,4,3,2,0.14,1,8,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.39,15.29,10.2,0.74,4.81,5.1,0.57,0,0,0,0
"195","SIDNEY.CROSBY","2014-11-01","PIT","C",11.83,0,0,1,7,5,3,0.17,0,5,7,1,1,1,1,0,0,1,1,1,0,0,5.07,5.07,0,35.5,25.36,15.22,0.85,3.35,0,0.42,0,0,0,0
"196","SIDNEY.CROSBY","2014-10-30","PIT","C",10.89,0,1,0,2,2,2,0.29,1,8,4,0,0,1,1,1,0,0,1,1,1,0,5.51,5.51,0,11.02,11.02,11.02,1.61,14.59,5.51,0.67,0,0,0,0
"197","SIDNEY.CROSBY","2014-10-28","PIT","C",12.48,2,0,0,5,3,3,0.15,0,6,2,0,0,0,0,0,1,0,0,2,2,9.62,0,9.62,9.62,24.04,14.42,14.42,0.71,4.91,0,0.75,0,66.67,40,66.67
"198","SIDNEY.CROSBY","2014-10-25","PIT","C",15.34,1,0,0,4,3,2,0.37,1,3,3,0,0,3,2,0,3,1,0,1,1,3.91,0,3.91,3.91,15.65,11.73,7.82,1.43,12.2,3.91,0.5,0,50,25,33.33
"199","SIDNEY.CROSBY","2014-10-23","PIT","C",14.58,0,0,0,3,3,3,0.23,1,9,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,12.35,12.35,12.35,0.95,7.66,4.12,0.64,-1,0,0,0
"200","SIDNEY.CROSBY","2014-10-22","PIT","C",15.77,0,0,0,5,4,3,0.16,1,6,8,0,2,1,1,0,0,1,0,0,0,0,0,0,0,19.02,15.22,11.41,0.63,4.12,3.8,0.43,2,0,0,0
"201","SIDNEY.CROSBY","2014-10-18","PIT","C",13.67,0,0,0,3,2,1,0.08,0,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17,8.78,4.39,0.34,3.89,0,0.44,-1,0,0,0
"202","SIDNEY.CROSBY","2014-10-16","PIT","C",15.41,0,0,0,4,3,1,0.16,0,9,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,15.57,11.68,3.89,0.62,5.33,0,0.64,0,0,0,0
"203","SIDNEY.CROSBY","2014-10-11","PIT","C",11.31,0,0,0,3,2,2,0.18,1,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15.92,10.61,10.61,0.96,9.01,5.31,0.45,0,0,0,0
"204","SIDNEY.CROSBY","2014-10-09","PIT","C",14.84,1,1,0,3,3,3,0.2,0,5,14,0,0,1,0,0,0,0,1,2,2,4.04,4.04,8.09,4.04,12.13,12.13,12.13,0.81,6.64,0,0.26,0,33.33,33.33,33.33
"205","SIDNEY.CROSBY","2014-05-13","PIT","C",18.4,0,0,0,3,2,2,0.03,0,13,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,9.78,6.52,6.52,0.09,1.43,0,0.54,1,0,0,0
"206","SIDNEY.CROSBY","2014-05-11","PIT","C",14.59,0,0,0,3,1,0,0.07,0,8,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,12.34,4.11,0,0.3,7.24,0,0.73,0,NA,0,0
"207","SIDNEY.CROSBY","2014-05-09","PIT","C",15.96,0,0,0,4,3,2,0.22,1,11,6,0,0,0,2,1,0,1,0,0,0,0,0,0,0,15.04,11.28,7.52,0.82,7.24,3.76,0.65,0,0,0,0
"208","SIDNEY.CROSBY","2014-05-07","PIT","C",15.23,0,1,1,6,3,3,0.38,2,7,4,0,1,2,2,0,2,0,2,2,1,0,7.88,7.88,0,23.64,11.82,11.82,1.5,12.7,7.88,0.64,1,0,0,0
"209","SIDNEY.CROSBY","2014-05-05","PIT","C",15.2,1,0,0,4,2,1,0.14,0,11,9,0,0,0,0,0,1,0,0,1,1,3.95,0,3.95,3.95,15.79,7.89,3.95,0.55,7.02,0,0.55,0,100,25,50
"210","SIDNEY.CROSBY","2014-05-04","PIT","C",13.28,0,0,0,7,5,4,0.52,3,9,9,0,0,2,1,1,0,0,0,0,0,0,0,0,0,31.63,22.59,18.07,2.33,10.34,13.55,0.5,0,0,0,0
"211","SIDNEY.CROSBY","2014-05-02","PIT","C",14.49,0,0,0,5,3,3,0.18,0,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,20.7,12.42,12.42,0.73,5.85,0,0.4,0,0,0,0
"212","SIDNEY.CROSBY","2014-04-28","PIT","C",13.08,0,0,0,3,3,1,0.16,1,8,5,0,0,1,2,0,1,1,0,0,0,0,0,0,0,13.76,13.76,4.59,0.72,5.27,4.59,0.62,0,0,0,0
"213","SIDNEY.CROSBY","2014-04-26","PIT","C",14.25,0,0,0,8,8,5,0.25,0,4,6,0,0,2,1,1,1,0,0,0,0,0,0,0,0,33.68,33.68,21.05,1.07,3.18,0,0.4,0,0,0,0
"214","SIDNEY.CROSBY","2014-04-23","PIT","C",13.72,0,0,0,4,3,1,0.18,0,11,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,17.49,13.12,4.37,0.79,6,0,0.61,0,0,0,0
